id_municipio,idhm,idhm_educacao,idhm_renda,idhm_longevidade,pib_per_capita,indice_gini,taxa_abandono_fundamental,populacao_estimada,porte_municipio
2108306,0.613,0.536,0.59,0.714,20403.0,0.528,3.22,16760,Pequeno I (< 20k)
2700409,0.623,0.546,0.599,0.724,19158.78,0.559,3.18,77043,Médio (50k - 100k)
3303609,0.764,0.703,0.771,0.819,66894.11,0.573,1.03,37749,Pequeno II (20k - 50k)
4214201,0.81,0.755,0.81,0.865,24733.13,0.509,1.53,38836,Pequeno II (20k - 50k)
2502300,0.655,0.582,0.628,0.756,16812.64,0.591,2.04,4500,Pequeno I (< 20k)
3164704,0.756,0.694,0.763,0.811,125569.06,0.511,0.88,6533,Pequeno I (< 20k)
2704401,0.737,0.671,0.702,0.838,9726.65,0.496,3.12,6415,Pequeno I (< 20k)
3158706,0.803,0.745,0.805,0.858,40290.16,0.526,0.2,4069,Pequeno I (< 20k)
5105150,0.772,0.711,0.778,0.826,50580.66,0.481,0.78,4134,Pequeno I (< 20k)
5101001,0.749,0.687,0.758,0.803,37251.87,0.448,2.42,22817,Pequeno II (20k - 50k)
4105508,0.784,0.726,0.787,0.839,33584.98,0.479,0.75,2508,Pequeno I (< 20k)
2111102,0.662,0.589,0.634,0.763,31682.24,0.573,2.65,47649,Pequeno II (20k - 50k)
3501905,0.778,0.718,0.783,0.833,78821.22,0.525,1.13,1500,Pequeno I (< 20k)
3519071,0.788,0.729,0.791,0.843,85516.91,0.482,1.0,5538,Pequeno I (< 20k)
3523909,0.768,0.708,0.774,0.823,65771.43,0.451,1.22,50563,Médio (50k - 100k)
3522505,0.833,0.779,0.832,0.888,36692.38,0.492,1.81,10087,Pequeno I (< 20k)
3510302,0.687,0.618,0.701,0.742,64586.77,0.512,0.77,8624,Pequeno I (< 20k)
4313375,0.889,0.842,0.882,0.92,43167.84,0.437,1.2,10194,Pequeno I (< 20k)
4114609,0.85,0.798,0.846,0.905,67094.54,0.479,0.95,3295,Pequeno I (< 20k)
2101301,0.631,0.555,0.606,0.732,19048.67,0.539,2.57,24510,Pequeno II (20k - 50k)
2904753,0.642,0.567,0.616,0.743,29359.19,0.563,3.66,2743,Pequeno I (< 20k)
4109807,0.702,0.636,0.713,0.757,96473.43,0.458,1.37,16905,Pequeno I (< 20k)
2200905,0.723,0.656,0.689,0.824,23047.71,0.548,2.42,6217,Pequeno I (< 20k)
1504208,0.665,0.583,0.65,0.762,29059.58,0.502,1.36,39647,Pequeno II (20k - 50k)
2103000,0.6,0.52,0.578,0.701,16274.37,0.55,3.37,26176,Pequeno II (20k - 50k)
4311734,0.755,0.694,0.761,0.81,29813.09,0.443,0.55,43516,Pequeno II (20k - 50k)
2602100,0.613,0.535,0.59,0.714,14715.49,0.513,2.35,108512,Grande (100k - 500k)
4309308,0.747,0.686,0.754,0.802,48491.23,0.466,1.51,2833,Pequeno I (< 20k)
3551702,0.705,0.638,0.717,0.76,26924.35,0.491,1.23,40861,Pequeno II (20k - 50k)
3163706,0.782,0.723,0.787,0.837,56687.34,0.524,2.1,8833,Pequeno I (< 20k)
4204608,0.781,0.723,0.785,0.836,37595.36,0.517,1.56,74624,Médio (50k - 100k)
3162500,0.75,0.687,0.757,0.805,38834.59,0.471,2.66,7526,Pequeno I (< 20k)
2100709,0.625,0.548,0.601,0.726,9136.49,0.514,3.36,189956,Grande (100k - 500k)
4104006,0.733,0.67,0.741,0.788,29453.8,0.467,1.04,11405,Pequeno I (< 20k)
2403251,0.65,0.576,0.624,0.751,30351.42,0.545,1.84,4119,Pequeno I (< 20k)
3304144,0.77,0.71,0.776,0.825,51538.05,0.477,1.81,11776,Pequeno I (< 20k)
4126256,0.751,0.69,0.757,0.806,33183.21,0.432,1.41,4558,Pequeno I (< 20k)
2801207,0.671,0.599,0.642,0.772,24916.78,0.564,1.82,6059,Pequeno I (< 20k)
5105903,0.756,0.694,0.764,0.81,32312.26,0.498,2.56,8279,Pequeno I (< 20k)
5107875,0.777,0.717,0.783,0.831,38689.21,0.494,1.93,20595,Pequeno II (20k - 50k)
3168606,0.7,0.632,0.713,0.755,66865.68,0.494,1.47,14554,Pequeno I (< 20k)
4105904,0.795,0.738,0.797,0.85,74039.64,0.491,0.2,19495,Pequeno I (< 20k)
1500800,0.706,0.628,0.687,0.803,26359.93,0.531,2.3,8418,Pequeno I (< 20k)
2806305,0.64,0.565,0.615,0.741,25734.32,0.542,2.57,145588,Grande (100k - 500k)
4211751,0.749,0.687,0.755,0.804,54128.05,0.457,0.64,38277,Pequeno II (20k - 50k)
3116001,0.679,0.609,0.694,0.734,58108.41,0.483,1.37,8906,Pequeno I (< 20k)
3516309,0.745,0.681,0.753,0.8,62755.56,0.481,0.74,13500,Pequeno I (< 20k)
4321105,0.781,0.723,0.785,0.836,53818.74,0.504,1.15,5868,Pequeno I (< 20k)
3546405,0.854,0.801,0.851,0.909,36322.91,0.493,1.09,18928,Pequeno I (< 20k)
2507101,0.665,0.592,0.636,0.766,33122.32,0.517,2.32,10444,Pequeno I (< 20k)
2109056,0.607,0.528,0.584,0.708,24054.99,0.546,2.15,3997,Pequeno I (< 20k)
3135100,0.71,0.643,0.721,0.765,65610.56,0.456,0.63,35769,Pequeno II (20k - 50k)
4200606,0.816,0.761,0.816,0.871,84777.13,0.467,1.48,27046,Pequeno II (20k - 50k)
2309607,0.599,0.52,0.578,0.7,14385.35,0.509,2.45,44390,Pequeno II (20k - 50k)
3203130,0.716,0.65,0.727,0.771,33197.7,0.516,1.9,34000,Pequeno II (20k - 50k)
3512902,0.765,0.704,0.771,0.82,67758.47,0.448,1.29,17366,Pequeno I (< 20k)
4322400,0.769,0.709,0.773,0.824,29414.51,0.528,2.3,13258,Pequeno I (< 20k)
4205308,0.771,0.711,0.775,0.826,56355.42,0.529,1.4,23419,Pequeno II (20k - 50k)
4103354,0.825,0.771,0.824,0.88,40442.28,0.499,1.84,11946,Pequeno I (< 20k)
2513703,0.62,0.542,0.596,0.721,19673.95,0.572,2.44,19632,Pequeno I (< 20k)
2616183,0.707,0.639,0.675,0.808,18397.7,0.573,2.01,20678,Pequeno II (20k - 50k)
2601607,0.638,0.562,0.612,0.739,13524.78,0.572,2.82,1599,Pequeno I (< 20k)
3505609,0.777,0.717,0.782,0.832,37474.11,0.472,1.31,8483,Pequeno I (< 20k)
4204152,0.82,0.765,0.819,0.875,61396.84,0.409,1.69,29647,Pequeno II (20k - 50k)
5106158,0.791,0.732,0.795,0.845,36665.16,0.501,2.52,8858,Pequeno I (< 20k)
3503901,0.845,0.791,0.843,0.9,65329.87,0.549,1.07,132689,Grande (100k - 500k)
2111789,0.682,0.611,0.652,0.783,13743.29,0.519,2.55,25413,Pequeno II (20k - 50k)
3203403,0.778,0.719,0.783,0.833,43252.63,0.55,0.88,4140,Pequeno I (< 20k)
3159357,0.665,0.594,0.681,0.72,52080.73,0.452,1.59,19010,Pequeno I (< 20k)
5214507,0.802,0.744,0.805,0.856,22957.02,0.498,1.61,4278,Pequeno I (< 20k)
1507151,0.609,0.522,0.6,0.706,26248.18,0.522,1.98,11651,Pequeno I (< 20k)
4312401,0.78,0.722,0.784,0.835,39910.35,0.483,1.41,21065,Pequeno II (20k - 50k)
2211100,0.628,0.551,0.603,0.729,14917.54,0.552,3.06,50487,Médio (50k - 100k)
3111200,0.695,0.627,0.708,0.75,44366.07,0.53,2.05,6691,Pequeno I (< 20k)
3302700,0.762,0.701,0.769,0.817,34286.32,0.463,1.54,13147,Pequeno I (< 20k)
3202801,0.731,0.666,0.74,0.786,36968.2,0.485,1.62,3734,Pequeno I (< 20k)
1501105,0.621,0.534,0.611,0.718,17493.39,0.484,2.65,3464,Pequeno I (< 20k)
2109007,0.681,0.609,0.651,0.782,18184.18,0.507,2.56,97532,Médio (50k - 100k)
2302206,0.633,0.557,0.608,0.734,13505.31,0.545,3.27,7831,Pequeno I (< 20k)
4302105,0.732,0.669,0.74,0.787,59787.72,0.469,0.98,8498,Pequeno I (< 20k)
2202117,0.708,0.639,0.675,0.809,16022.87,0.559,3.14,12144,Pequeno I (< 20k)
3103504,0.782,0.722,0.786,0.837,75800.24,0.454,0.73,47718,Pequeno II (20k - 50k)
3165701,0.777,0.717,0.782,0.832,62540.26,0.496,2.08,2637,Pequeno I (< 20k)
2308401,0.713,0.645,0.68,0.814,18193.85,0.569,2.27,1500,Pequeno I (< 20k)
5218300,0.766,0.705,0.773,0.82,39600.1,0.441,1.08,12994,Pequeno I (< 20k)
4121802,0.802,0.746,0.803,0.857,48087.17,0.49,0.32,32469,Pequeno II (20k - 50k)
1100205,0.589,0.499,0.582,0.686,21919.67,0.499,2.19,16725,Pequeno I (< 20k)
2606002,0.673,0.601,0.644,0.774,17807.29,0.535,2.15,7323,Pequeno I (< 20k)
2312106,0.629,0.552,0.604,0.73,17084.72,0.533,2.24,47672,Pequeno II (20k - 50k)
2919157,0.698,0.628,0.666,0.799,10727.76,0.527,3.37,23325,Pequeno II (20k - 50k)
